Open,High,Low,Close,Adj Close,Volume
74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.96045684814453,135480400
74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.25114440917969,146322800
73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.82686614990234,118387200
74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.48434448242188,108872000
74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.65034484863281,132079200
76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.2147445678711,170108400
77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.38477325439453,140644800
77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.99533081054688,121532000
79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.95564270019531,161954400
77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.630126953125,121923600
78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.5774917602539,108829200
79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.42530059814453,137816400
79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.90058135986328,110843200
79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.17507934570312,101832400
79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.54676055908203,104472000
80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.3232650756836,146537600
77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.04954528808594,161940000
78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.17267608642578,162234000
81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.78807067871094,216229200
80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.67388153076172,126743200
80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.18560028076172,199588400
76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.9791030883789,173788400
78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.4544448852539,136616400
80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.08605194091797,118826800
80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.99939727783203,105425600
